college_name,city,state,nirf_rank,nirf_score,category,careers,min_cutoff,fees_lpa,avg_package_lpa
Guru Nanak Institutions Technical Campus,Ibrahimpatnam,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
Guru Teg Bahadur Institute of Technology,Central,Delhi,,,Engineering,"Technology,Science",60,1.0,5.0
Gurukul Kangri Vishwavidyalaya,Haridwar,Uttarakhand,,,Engineering,"Technology,Science",60,1.0,5.0
Gurunanak Institute Of Technology,North Twenty Four Parganas,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
"Gurunank Institute of Engineering and Technology, Dahegaon",Nagpur,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
"GYAN GANGA COLLEGE OF TECHNOLOGY, JABALPUR",Jabalpur,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Gyan Ganga Institute of Technology & Sciences,Jabalpur,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
H. V. P. Mandal`s College of Engineering & Technology,Amravati,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Haji Jamaluddin Thim TrustTheem College of Engineering  At Village Betegaon Boisar Chikhar Road (N.H.No.8) Near Union Park Boisar(E) Tal Palghar Dist. Thane 401 501,Palghar,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Haldia Institute of Technology,Haldia,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
Harcourt Butler Technical University,Kanpur Nagar,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
HERITAGE INSTITUTE OF TECHNOLOGY,Kolkata,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
Himachal Pradesh University,Shimla,Himachal Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"Himalayan Institute of Engineering & Technology, Sadhoura Road, Kala  Amb. Distt Sirmour",Kala-Amb,Himachal Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Hindustan College of Science & Technology,Mathura,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Hindusthan College of Engineering and Technology,Coimbatore,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Hindusthan Institute of Technology,Coimbatore,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Hirasugar Instiute of Technology,Nidasoshi,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
Hi-Tech Institute of Technology,Aurangabad,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
HKBK College of Engineering,Bengaluru,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
HKE`s SLN College of Engineering,Raichur,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
HMR Institute of Technology & Management,North West,Delhi,,,Engineering,"Technology,Science",60,1.0,5.0
Holy Mary Institute of Technology & Science,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
Holycross Engineering College,Thoothukudi,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Hooghly Engineering and Technology College,Chinsurah,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
Hyderabad Institute of Technology & Management,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
I. F. E. T. College of Engineering,Viluppuram,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
"I.I.R.W's, International Centre of Excellence in Engineering and Management, Pune-Aurangabad Highway, Pandharpur.",Aurangabad,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
I.K. Gujral Punjab Technical University,Kapurthala,Punjab,,,Engineering,"Technology,Science",60,1.0,5.0
I.T.S ENGINEERING COLLEGE,Greater Noida,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Ideal Institute of Engineering 279,Kalyani,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
Ideal Institute of Technology,Kakinada,Andhra Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Idhaya Engineering College for Women,Kallakurichi,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
"IES College of Technology, Bhopal",Bhopal,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
IIMT College Of Engineering,Greater Noida,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"Iimt Engineering College, Meerut",Meerut,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
IIMT University Meerut,Meerut,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Imayam College of Engineering,Thuraiyur,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
IMS Engineering College,Ghaziabad,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Inderprastha Engineering College,Ghaziabad,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
INDIAN INSTITUTE OF CARPET TECHNOLOGY,Bhadohi,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"Indian Institute of Information Technology Design and Manufacturing, Kurnool",Kurnool,Andhra Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Information Technology Guwahati,Guwahati,Assam,,,Engineering,"Technology,Science",60,1.0,5.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Chennai,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, DHARWAD",Dharwad,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KALYANI",Kalyani,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, NAGPUR",NAGPUR,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, PUNE",Pune,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, UNA",Una,Himachal Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Petroleum & Energy,Visakhapatnam,Andhra Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Science Education and Research Bhopal,Bhopal,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Bhilai,Raipur,Chhattisgarh,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Bombay,Mumbai,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Delhi,New Delhi,Delhi,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Dharwad,Dharwad,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Guwahati,Guwahati,Assam,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Hyderabad,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Indore,Indore,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Jammu,Jammu,Jammu and Kashmir,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Madras,Chennai,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Palakkad,Palakkad,Kerala,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Patna,Patna,Bihar,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Ropar,Rupnagar,Punjab,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Institute of Technology Tirupati,YERPEDU,Andhra Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Indian Naval Ship Shivaji (INS Shivaji),Lonavla,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Indira College of Engineering and Management,Pune,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Indira Gandhi Delhi Technical University for Women,Delhi,Delhi,,,Engineering,"Technology,Science",60,1.0,5.0
"Indira Gandhi Institute of Technology (IGIT), Sarang",Dhenkanal,Odisha,,,Engineering,"Technology,Science",60,1.0,5.0
Indore Institute of Science and Technology,Indore,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Indra Ganesan College of Engineering,Tiruchirappalli,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Indraprastha Institute of Information Technology,New Delhi,Delhi,,,Engineering,"Technology,Science",60,1.0,5.0
"Indus International University, Bathu, Una",Una,Himachal Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
INDUS UNIVERSITY,Gandhinagar,Gujarat,,,Engineering,"Technology,Science",60,1.0,5.0
Infant Jesus College of Engineering,Thoothukkudi,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Info Institute of Engineering,Coimbatore,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Institute of Aeronautical Engineering,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
Institute of Chemical Technology,Mumbai,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Institute of Engg. & Rural Technology,PRAYAGRAJ,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"Institute of Engg. & Tech, Bhaddal",ROPAR,Punjab,,,Engineering,"Technology,Science",60,1.0,5.0
Institute of Engineering & Management,Kolkata,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
Institute of Engineering & Technology,Lucknow,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Institute of Infrastructure Technology Research and Management (IITRAM),Ahmedabad,Gujarat,,,Engineering,"Technology,Science",60,1.0,5.0
Institute of Road and Transport Technology,Erode,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Institute of Technology and Management,Gwalior,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"Institute of Technology and Management, Gorakhpur",GORAKHPUR,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Integral University,Lucknow,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
International Institute of Information Technology  (I?IT),Pune,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
International Institute of Information Technology Bangalore,Bengaluru,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
International Institute of Information Technology Bhubaneswar,Bhubaneswar,Odisha,,,Engineering,"Technology,Science",60,1.0,5.0
International Institute of Information Technology Hyderabad,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
International School of Technology & Science (Women),East Godavari,Andhra Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Invertis University,Bareilly,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"IPS ACADEMY, INSTITUTE OF ENGINEERING and SCIENCE, INDORE (MP)",Indore,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
IPS College of Technology & Management,Gwalior,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
ISL Engineering College,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
"Islamic University of Science & Technology, Pulwama",Pulwama,Jammu and Kashmir,,,Engineering,"Technology,Science",60,1.0,5.0
ITM University,Gwalior,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"ITM VOCATIONAL UNIVERSITY, VADODARA",Vadodara,Gujarat,,,Engineering,"Technology,Science",60,1.0,5.0
"J. C. Bose University of Science and Technology, YMCA",Faridabad,Haryana,,,Engineering,"Technology,Science",60,1.0,5.0
J. D. College of Engineering,Nagpur,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
J. K. Lakshmipat University,Jaipur,Rajasthan,,,Engineering,"Technology,Science",60,1.0,5.0
J. N. N. College of Engineering,Shimoga,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
J. N. N. Institute of Engineering,Thiruvallur,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
J.B. Institute of Technology,Dehradun,Uttarakhand,,,Engineering,"Technology,Science",60,1.0,5.0
J.P.College of Engineering,TENKASI,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Jadavpur University,Kolkata,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
"Jagran Lakecity University, Bhopal",Bhopal,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"Jai Hind College of Engineering, Kuran, Tal. Junnar, Dist. Pune",Pune,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Jai Narain College Of Technology,Bhopal,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
JAI PARKASH MUKAND LAL INNOVATIVE ENGINEERING AND TECHNOLOGY INSTITUTE,Radaur-135133,Haryana,,,Engineering,"Technology,Science",60,1.0,5.0
Jai Shriram Engineering College,Tirupur,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
"Jain College of Engineering,  BELGAUM",Belgaum,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
"JAIN INSTITUTE OF TECHNOLOGY, DAVANAGERE",Davanagere,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
"Jain University, Bangalore",Bengaluru,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
"Jaipur Engineering College & Research Center,jaipur",Jaipur,Rajasthan,,,Engineering,"Technology,Science",60,1.0,5.0
Jalpaiguri Government Engineering College,Jalpaiguri,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
Jamia Hamdard,New Delhi,Delhi,,,Engineering,"Technology,Science",60,1.0,5.0
Jamia Millia Islamia,New Delhi,Delhi,,,Engineering,"Technology,Science",60,1.0,5.0
"Jawahar Education Society's Institute of Technology Management and Research, Address: Servey No-48,Gowardhan, Gangapur Road, Nashik, Taluka: Nashik District: Nashik","Nashik,",Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
"JAWAHARLAL COLLEGE OF ENGINEERING & TECHNOLOGY, MANGALAM",Palakkad,Kerala,,,Engineering,"Technology,Science",60,1.0,5.0
Jawaharlal Darda Institute of Engineering & Technology,Yavatmal,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Jawaharlal Nehru Govt.Engineering College,Mandi,Himachal Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Jawaharlal Nehru Technological University,Ananthapuramu,Andhra Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Jawaharlal Nehru Technological University,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
Jaya College Of Engineering And Technology,Chennai - 56,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
JAYA ENGINEERING COLLEGE,Chennai,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Jaya Institute of Technology,Thiruvallur,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
JAYA SAKTHI ENGINEERING COLLEGE,Chennai,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Jayaraj Annapackiam CSI College of Engineering,THOOTHUKUDI,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
"JAYAWANTI BABU FOUNDATION+?-?-?S METROPOLITAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT, SINDHUDURG",Sindhudurg,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Jaypee Institute of Information Technology,Noida,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Jaypee University of Engineering & Technology,Guna,Madhya Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Jaypee University of Information Technology,Solan,Himachal Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
JB Institute of Engineering & Technology,Rangareddy,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
JCT College of Engineering and Technology,Coimbatore,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
JECRC University,Jaipur,Rajasthan,,,Engineering,"Technology,Science",60,1.0,5.0
Jeppiaar Engineering College,Chennai,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
JEPPIAAR INSTITUTE OF TECHNOLOGY,Kanchipuram,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Jerusalem College of Engineering,Chennai,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Jhulelal Institute of Technology,Nagpur,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
JIS College of Engineering,Kalyani,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
JKK Munirajah College of Technology,ERODE,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
JKKN College of Engineering and Technology,Komarapalayam,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
JNAFAU School of Planning and Architecture,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
Joginpally B.R Engineering College,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
"John Cox Memorial CSI Institute of Technology, Knnammoola, Thiruvananthapuram",Thiruvananthapuram -695011,Kerala,,,Engineering,"Technology,Science",60,1.0,5.0
Jorhat Engineering College P.O. Jorhat-785007,Jorhat,Assam,,,Engineering,"Technology,Science",60,1.0,5.0
JSPMs Jayawantrao Sawant College of Engineering,Pune,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
JSPM's Rajarshi Shahu College of Engineering,Pune,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
JSS ACADEMY OF TECHNICAL EDUCATION,Bengaluru,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
"JSS Academy of Technical Education, Noida",Gautam Budh Nagar,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
JSS Science and Technology University,Mysuru,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
Jyothi Engineering College,Thrissur,Kerala,,,Engineering,"Technology,Science",60,1.0,5.0
Jyothishmathi Institute of Technology & Science,Karimnagar,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
JYOTHY INSTITUTE OF TECHNOLOGY,Bengaluru,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
K J College of Engineering & Management Research,Pune,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
K J Somaiya Institute of Technology,Mumbai,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
"K S Institute of Technology, Bangalore",Bengaluru,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
K. G. Reddy College of Engineering & Technology,Rangareddy,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
K. J. S. Educational Institute`s Trinity College of Engineering and Research,Pune,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
K. J. Somaiya College of Engineering,Mumbai,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
K. K. Wagh Institute Of Engineering Education & Research,Nashik,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
K. L. N. College of Engineering,Sivaganga,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
K. R. Mangalam University,Gurugram,Haryana,,,Engineering,"Technology,Science",60,1.0,5.0
K. Ramakrishnan College of Engineering,Samayapuram,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
K. Ramakrishnan College of Technology,Tiruchirappalli,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
K. S. R. College of Engineering,Tiruchengode,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
K. S. R. M. College of Engineering,Kadapa,Andhra Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
K.C. College of Engineering and Information Technology,Nawanshahr,Punjab,,,Engineering,"Technology,Science",60,1.0,5.0
"K.C. Education and Socail Welfare Society Group of Research & Professional  Institutes, VPO pandoga, Uparla Tehsil & Distt Una",Una,Himachal Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
K.L.E.INSTITUTE OF TECHNOLOGY,Hubballi,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
K.S. Rangasamy College of Technology,Tiruchengode,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
K.S. SCHOOL OF ENGINEERING AND MANAGEMENT,Bengaluru,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
K.S.K College of Engineering and Technology (New),Thanjavur,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Kakatiya Institute of Technology & Science,Warangal,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
Kakatiya University,"Hanamkonda, Warangal",Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
Kalaignar Karunanidhi Institute of Technology,COIMBATORE,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Kalasalingam Academy of Research and Education,Srivilliputhur,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,,,Engineering,"Technology,Science",60,1.0,5.0
KALLAM HARANADHAREDDY INSTITUTE OF TECHNOLOGY,Guntur,Andhra Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"Kalpataru Institute of Technology, TIPTUR",Tumkur,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
"Kalyani Charitable Trusts Late G.N.Sapkal College of Engineering , Sapkal Knowledge Hub,Kalyani Hills, Anjaneri Vadholi, Tryambakeshwar, Dist.Nashik 422212",Nashik,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
KALYANI GOVERNMENT ENGINEERING COLLEGE,Kalyani,West Bengal,,,Engineering,"Technology,Science",60,1.0,5.0
Kamala Institute of Technology & Science,Karimnagar,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
KAMARAJ COLLEGE OF ENGINEERING & TECHNOLOGY,Virudhunagar,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Kanpur Institute of Technology,Kanpur,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"Karamvir Dadasaheb Kannamwar Engineering College, Nandanvan",Nagpur,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Karmaveer Bhaurao Patil College of Engineering,Satara,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Karpaga Vinayaga College of Engineering and Technology,Chengalpet,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Karpagam College of Engineering,Coimbatore,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Karpagam Institute of Technology,Coimbatore,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Kasegaon Education Society`s Rajarambapu Institute of Technology,Islampur,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Kashi Institute Of Technology,Varanasi,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Kasireddy Narayan Reddy College of Engineering & Research,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
Kathir College of Engineering,Neelambur,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Kavikulguru Institute of Technology and Science,Ramtek,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
KCC INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Greater Noida,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
KCG College of Technology,Chennai,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Keshav Memorial Institute of Technology,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
KGISL INSTITUTE OF TECHNOLOGY,Coimbatore,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Khalsa College of Engg. and Technology,Amritsar,Punjab,,,Engineering,"Technology,Science",60,1.0,5.0
"Khandesh College Education Society?s College of Engineering and Management, Jalgaon",Jalgaon,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
KIET Group of Institutions: KIET Group of Pharmacy,Ghaziabad,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Kings College of Engineering,Pudukkottai,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
KINGS ENGINEERING COLLEGE,Sriperumbudur,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
KIPM-College of Engineering and Technology (751),Gorakhpur,Uttar Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
"KKR&KSR Institute of Technology & Sciences, VINJANAMPADU Village (CC-JR)",Guntur,Andhra Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
KLE Technological University,Dharwad,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
"KLS Vishwanathrao Deshpande Institute of Technology, Haliyal",Haliyal,Karnataka,,,Engineering,"Technology,Science",60,1.0,5.0
KMBB College of Engineering and Technology,Daleiput,Odisha,,,Engineering,"Technology,Science",60,1.0,5.0
KMEA Engineering College,Ernakulam,Kerala,,,Engineering,"Technology,Science",60,1.0,5.0
Knowledge Institute of Technology,Salem,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Kolhapur Institute of Technology`s College of Engineering (Autonomous),Kolhapur,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
Kommuri Pratap Reddy Institute of Technology,Hyderabad,Telangana,,,Engineering,"Technology,Science",60,1.0,5.0
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,,,Engineering,"Technology,Science",60,1.0,5.0
Kongu Engineering College,Perundurai,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,Tiruchirappalli,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Koti Vidya Charitable Trusts Alamuri Ratnamala Institute of Engineering & Technology,Thane,Maharashtra,,,Engineering,"Technology,Science",60,1.0,5.0
KPR Institute of Engineering and Technology,Coimbatore,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
Krishna School of Emerging Technology & Applied Research,VADODARA,Gujarat,,,Engineering,"Technology,Science",60,1.0,5.0
Krishnaswamy College of Engineering,Cuddalore,Tamil Nadu,,,Engineering,"Technology,Science",60,1.0,5.0
