college_name,city,state,nirf_rank,nirf_score,category,careers,min_cutoff,fees_lpa,avg_package_lpa
"Govt. Girls College, Jhabua",Jhabua,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Girls College, Karauli",Karauli,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Girls College, Khargone",KHARGONE,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Girls College, Ratlam",Ratlam,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Girls College, Sehore",Sehore,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"GOVT. GIRLS DEGREE COLLEGE CHACHORA , BEENAGANG",chachora,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Govt. Girls General Degree College,KOLKATA,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Govt. Girls P.G.College Chhatarpur M.P.,Chhatarpur,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Girls P.G.College, Rewa (M.P.)",Rewa,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT. GOVIND DEGREE COLLEGE SEBDA,SEONDHA,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Hamidia College, Bhopal",Bhopal,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Home Science College, Hoshangabad",Hoshangabad,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Govt. I Grade College,Uttara Kannada,Karnataka,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Govt. J. Yoganandam Chhattisgarh College,Raipur,Chhattisgarh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. J.D.B. Girls College, Kota",Kota,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. J.M.C. Girls College, Mandla",MANDLA,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. J.S.T.P.G. College, Balaghat",Balaghat,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. K.N.S. Girls College, Balaghat",Balaghat,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. K.P.College, Dewas",DEWAS,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT. KAMLARAJA PG COLLEGE,Gwalior,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Kusum College, Seoni Malwa, Hoshangabad",SEONI MALWA,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Lohia College, Churu",Churu,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. M.H. College of Home Sc. & Science for Women, Wright Town Jabalpur",Jabalpur,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. M.V.M. College, Bhopal",Bhopal,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Mahavidyalaya , Bisalpur",Bisalpur,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Mahavidyalaya , Sambhal",SAMBHAL,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Makhanlal Chaturvedi, College, Babai, Hoshangabad",Babai,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT. MEERA GIRLS COLLEGE,Udaipur,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Model Degree College, Pulwara-Bar,Lalitpur",Lalitpur,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Govt. N. C. J. College,Balod,Chhattisgarh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Govt. Nagaarjun P.G. Science College,Raipur,Chhattisgarh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Govt. Naveen College Gurur,Balod,Chhattisgarh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Navin College, Vishrampur",Bishrampur,Chhattisgarh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT. NEHRU DEGREE COLLEGE,Ashoknagar,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT. NEHRU DEGREE COLLEGE SABALGARH,SABALGARH,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Govt. P G College,"HAMIRPUR, U.P.",Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P G College, Bajpur",Bazpur,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P G College, Baluwakot",Pithoragarh,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P G College, Berinag",Pithoragarh,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P G College, Dausa",Dausa,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P G College, Kapkot",Bageshwar,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P G College, Lohaghat",Lohaghat,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P G College, Manila",Almora,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P G College, Ramnagar",Ramnagar,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P G College, Rudrapur",Rudrapur,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P G College, Tanakpur",Tanakpur,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Govt. P. G. College,Someshwar,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P.G Degree College, Gopeshwar",Gopeshwar (Chamoli),Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P.G Degree College, New Tehri",NEW TEHRI,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P.G Degree College, Uttarkashi",uttarkashi,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT. P.G. COLLEGE,GUNA,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P.G. College, Barwani",BARWANI,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. P.G. College, Dhaulpur",Dhaulpur,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT. PG COLLEGE,MORENA,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT. PG COLLEGE,Datia,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. R D Girls College, Bharatpur",Bharatpur,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Rajeev Lochan College, Razeem",Rajim,Chhattisgarh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Ranbir College, Sangrur",Sangrur,Punjab,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Govt. Raza (PG) College,Rampur,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. S.S. Agrawal College, Sihora, Jabalpur",SIHORA,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. S.S.P. Arts, Commerce & Science College, Waraseoni, Balaghat",WARASEONI,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Sanskrit College, Tripunithura -682 301",Ernakulam,Kerala,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Sarojini Naidu Girls College, Shivaji Nagar, Bhopal",Bhopal,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"GOVT. SCIENCE  COLLEGE,SIKAR",Sikar,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Shakambhar PG College, Sambhar Lekh, Jaipur",Sambhar Lake,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT. SHRI MANT MADHAVRAO SHINDHIYA COLLEGE,SHIVPURI,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Swami Vivekanand College, Bairasia, Bhopal",Bhopal,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT. SYAMLAL PANDVI COLLEGE MORAR,Gwalior,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Govt. Vidarbha Institute of Science & Humanities,Amravati,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt. Vikram College, Khachraud",Ujjain,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt., Arts College for Women, Nilakottai",Dindigul,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt., First Grade College,  Koppal",KOPPAL,Karnataka,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt., First Grade College, Haliyal.",Haliyal,Karnataka,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt.Arts College, Thiruvananthapuram",Thiruvananthapuram,Kerala,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT.ATRS AND COMMERCE COLLEGE.OKHAMANDAL,Arambhada,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt.College, Nedumangad",Thiruvananthapuram,Kerala,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"GOVT.COLLEGE, SAGWARA",SAGWARA,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt.College,Rourkela",Sundargarh,Odisha,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT.DEGREE COLLEGE,Rajampeta,Andhra Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt.Degree College, Cheepurupalli",Cheepurupalli,Andhra Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt.Degree College, Doiwala, Dehradun","Doiwala, Dehradun",Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt.Degree College, Jaggampeta",Jaggampeta,Andhra Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt.Degree College, Jammalamadugu",Jammalamadugu,Andhra Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt.Degree College, Seethanagaram",Seethanagaram,Andhra Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt.Degree College, Tuni",Tuni,Andhra Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"GOVT.DEGREE COLLEGE,AMORI",Champawat,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"GOVT.DEGREE COLLEGE,MANGLORE",MANGLORE,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"GOVT.GIRLS COLLEGE, CHITTOR",Chittorgarh,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"GOVT.GIRLS COLLEGE, SIROHI",SIROHI,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"GOVT.P.G COLLEGE, BYOUHARI,SHAHDOL",beohari,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Govt.Sanskrit College, Thiruvananthapuram",Thiruvananthapuram,Kerala,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GOVT.TULSHI COLLEGE ANUPPUR,Anuppur,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GRACE COLLEGE OF COMMERCE-RAJKOT,Rajkot,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Gram Bharti College, Ramgarh",Ramgarh,Bihar,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Gromodyogik Shikshan Mandal's Marathwada Institute of Technology Management College.,Aurangabad,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Gujarat Arts & Science College,Ahmedabad,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Gujarat Arts and Commerce College, (Evening)",Ahmedabad,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Gujarat Commerce College,Ahmedabad-380006,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Guru Gobind Singh College for Women,Chandigarh,Chandigarh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Guru Nanak College,Dist. Dhanbad,Jharkhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Guru Nanak College,Chennai,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Guru Nanak Girls College,Yamunanagar,Haryana,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"GURU NANAK KHALSA COLLEGE OF ARTS, SCIENCE & COMMERCE-DIST. MUMBAI-19",Dist. Mumbai-19,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Guru Nanak Khalsa College, Yamuna Nagar",Yamuna Nagar,Haryana,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Guru Nanak National College,Ludhiana,Punjab,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GURU SHREE SHANTHI VIJAI JAIN COLLEGE FOR WOMEN,Chennai,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Gurudev Arts & Science College, Mathil",Payyannur,Kerala,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Gushkara Mahavidyalaya,Gushkara,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
GVRS Govt. Degree College,Nandyal,Andhra Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Gyan Ganga College of Excellence, Jabalpur",Jabalpur,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
H L College of Commerce,Ahmedabad,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
H R College of Commerce & Economics 123  Dinshaw Wachha Road  Churchgate  Mumbai  400 020,Mumbai,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
H. & H.B. KOTAK  INSTITUTE OF SCIENCE RAJKOT,Rajkot,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
H. A. College of Commerce,"Ahmedabad, Taluka, Ahmedabad",Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
H. C. D. C. College,Sivasagar,Assam,,,Colleges,"Creative,Business,Science",60,1.0,5.0
H. H. The Rajah`s College,Pudukkottai,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
H. R. Shah Mahila Arts & Commerce College,Navsari,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"H.D.JOSHI GOVT.GIRLS, COLLEGE, BANSWARA",Banswara,Rajasthan,,,Colleges,"Creative,Business,Science",60,1.0,5.0
H.P.B.Girls College. Golaghat,Golaghat,Assam,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"H.P.S College, Madhepur",Madhepur,Bihar,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Hajee Karutha Rowther Howdia College,"Uthamapalayam,Theni",Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Haji Anfor Ali College,Doboka,Assam,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Haldia Government College,Haldia,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Handia P.G.College,Handia,Allahabad",Allahabad,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Handique Girl's College,Guwahati,Assam,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Hans Raj College,Delhi,Delhi,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Hans Raj Mahila Maha Vidyalaya, Jalandhar",Jalandhar,Punjab,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"HARI PRASAD SAH COLLEGE, NIRMALI",Supaul,Bihar,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Hari Ram College, Mairwa",Mairwa,Bihar,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Hari Vandana College, Rajkot",Rajkot,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Haribhai V. Desai College of Arts, Science, and Commerce Pune.",Pune,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Harishchandra P.G.College, Varanasi",Varanasi,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Harsh Vidhya Mandir Degree College, Rayasi, Haridwar",Hardwar,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Henry Baker College, Melukavu, Melukavumattom P.O.-686 652",Kottayam,Kerala,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Heramba Chandra College,Kolkata,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
HHMSPB NSS College for Women,Thiruvananthapuram,Kerala,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Himwant Kavi Chandra Kunwar Barthwal Rajkiya Mahvidhyalaya Nagnath Pokhari, Chamoli",Chamoli,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Hindi Mahavidyalaya Degree College,Hyderabad,Telangana,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Hindi Vidya Prachar Samiti`s Ramniranjan Jhunjhunwala College,Mumbai,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Hindu College,Delhi,Delhi,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Hindu College,Guntur,Andhra Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Hindu College Amritsar,Amritsar,Punjab,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Hindu College for Girls, Sonepat.",Sonipat,Haryana,,,Colleges,"Creative,Business,Science",60,1.0,5.0
HINDUSTAN COLLEGE OF ARTS AND SCIENCE,Chennai,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Hindusthan College of Arts and Science,Coimbatore,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Hiralal Majumder Memorial College for Women,North Twenty Four Parganas,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"HKBK Degree College (K.S.M.F First Grade College), No.6/1, Contonment Station Road, Bangalore-51",Bengaluru,Karnataka,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Holkar Science College,Indore,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Holy Cross College,Agartala,Tripura,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Holy Cross College,Nagercoil,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Holy Cross College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Holy Cross Home Science College,Thoothukudi,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Holy Cross Women`s College,Surguja,Chhattisgarh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Hooghly Mohsin College,Chinsurah,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Hooghly Women's College,Hooghly,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Hotilal Ramnath College, Amnour",Chapra,Bihar,,,Colleges,"Creative,Business,Science",60,1.0,5.0
I. V. Patel College of Commerce,Nadiad  387001,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"I.B. College, Panipat",Panipat,Haryana,,,Colleges,"Creative,Business,Science",60,1.0,5.0
I.C. College of Community Science,Hisar,Haryana,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"I.G. National College, Ladwa (Dhanora)",Ladwa,Haryana,,,Colleges,"Creative,Business,Science",60,1.0,5.0
I.N. (P.G.) College Meerut Mob.No.9456248638,MEERUT,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
IDAR A.P.H.K.M. ARTS &P.N.PATEL COMM COLLEGE,Idar-383430,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Ideal College of Arts and Sciences,Kakinada,Andhra Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"IDEAL COLLEGE, KADAKASSERY, AYANKALAM",THAVANUR,Kerala,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Idhaya College for Women, Sarugani",Sivaganga,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"IES'S H.J.THIM COLLEGE OF ARTS&SCIENCE, MEHRUN.",Jalgaon,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
IFIM College,Bangalore-,Karnataka,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Immaculate College for women,Cuddalore,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Indapur Taluka Shikshan Prasarak Mandals Arts, Science and Commerce College, Indapur,Pune",Indapur,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Indas Mahavidyalaya,Bankura,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
INDIAN INSTITUTE OF MANAGEMENT AND COMMERCE,Hyderabad,Telangana,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Indian School of Hospitality, Gurugram, Haryana",Gurugram,Haryana,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Indira Gandhi College of Arts   and Science,Puducherry,Pondicherry,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Indira Gandhi Government College, Tezu",Tezu,Arunachal Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Indira Gandhi Kala Mahavidyalaya, Ralegaon.",Ralegaon,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Indira Mahavidyalaya,Yavatmal,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Indira Priyadarshini Govt. Degree College for Women,Hyderabad,Telangana,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Indira Priyadarshini Govt. Girls P.G. College of Commerce,Haldwani,Uttarakhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Indirabai Meghe Mahila Mahavidyalaya , Irwin Chowk, Morshi Road, Amravati.",Amravati,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Indirani College of Nursing,Pondicherry Rural,Pondicherry,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Indo-American College,Cheyyar-604407",Tiruvannamalai,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Indraprastha College for Women,Delhi,Delhi,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Indukaka Ipcowala Institute of Management,Changa,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
INDUS UNIVERSITY,Gandhinagar,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Institute for Excellence in Higher Education(IEHE), Bhopal(Autonomous)",Bhopal,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Institute of Biosciences & Technology,Chh. Sambhajinagar,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Institute of Genetic Engineering 210,KOLKATA,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Institute of Hotel Management and Catering Technology, Pune",Pune,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Institute of Information Technology & Management,Delhi,Delhi,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Institute of Management Studies, Lal Quan, Ghaziabad",Ghaziabad,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"INSTITUTE OF PROFF.  EXCELLENCE & MGMT.   A-13/1, SOUTH OF G.T. ROAD, INDUSTRIAL AREA, DELHI-HAPUR BYPASS, NATIONAL HIGHWAY-24, GHAZIABAD, Ph. No- 741189,  721633",Ghaziabad,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Institute of Science & Technology for Advanced Studies & Research (ISTAR),Vallabh Vidyanagar,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Institute of Technology & Science,Ghaziabad,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"IPS Academy, Rajendra Nagar,  Indore",Indore,Madhya Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Iqbal College, Peringammala",Thiruvananthapuram,Kerala,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Isabella Thoburn  P.G. College,Lucknow,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Ishwar Saran Degree College,Prayagraj,Uttar Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Islamia Arabic College,Kurnool,Andhra Pradesh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"Islamiah college(autonomous),New town,Vaniyambadi-635 752",Vaniyambadi,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Islamiah Women's Arts and Science College,Tirupathur,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"ISLAMPUR COLLEGE, UTTAR DINAJPUR",ISLAMPUR,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
Iswar Chandra Vidyasagar College,Belonia,Tripura,,,Colleges,"Creative,Business,Science",60,1.0,5.0
ITM UNIVERSITY,RAIPUR,Chhattisgarh,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"J J S DEGREE COLLEGE, MIHIJAM",JAMTARA,Jharkhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J. & J. College of Science,Kheda,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J. B. Dharukawal Mahila Arts College,"Surat, Taluka-Surat",Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J. D. Birla Institute,Kolkata,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J. H. N. S. College,Sivasagar,Assam,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J. J. College of Arts & Science,Pudukkottai,Tamil Nadu,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"J. J. COLLEGE, JHUMRITELAIYA, KODERMA",JHUMARI TELAIYA,Jharkhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J. K. College,PURULIA,West Bengal,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"J. K. College, Biraul",Darbhanga,Bihar,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J. L. N. College,Pashchmi Singhbhum,Jharkhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J. N. College,Ranchi,Jharkhand,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"J. N. College, Nehra",Darbhanga,Bihar,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J. N. Singh College,Cachar,Assam,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J. P. Pardiwala Arts & Commerce College,Killa-Pardi 396125,Gujarat,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J.B. College,Jorhat,Assam,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"J.C.D.A.V.College, Dasuya",Hoshiarpur,Punjab,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"J.D. Institute of Fashion Technology, #3/4, Hosur Main Road, Audugodi, Bangalore -560 030.(10-11)",Bengaluru,Karnataka,,,Colleges,"Creative,Business,Science",60,1.0,5.0
"J.D. Patil Sangludkar Mahavidyalaya , Daryapur.",Daryapur,Maharashtra,,,Colleges,"Creative,Business,Science",60,1.0,5.0
J.D.S.G.College P.O. Bokakhat-785612,Golaghat,Assam,,,Colleges,"Creative,Business,Science",60,1.0,5.0
